STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,COUNTERPART_AREA,Counterpart area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,VISITOR_TYPE,Visitor type,ACCOMMODATION_TYPE,Accommodation type,SOURCE,Source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,HRV,Croatia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2012,,47229,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,MNE,Montenegro,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2012,,64703,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,TUR,Türkiye,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2013,,32437,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,BIH,Bosnia and Herzegovina,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2013,,68117,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,HRV,Croatia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2013,,53394,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,MNE,Montenegro,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2013,,67658,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,TUR,Türkiye,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2014,,45490,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,BIH,Bosnia and Herzegovina,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2014,,74785,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,HRV,Croatia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2014,,63779,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,MNE,Montenegro,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2014,,61684,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,TUR,Türkiye,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2015,,64191,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,BIH,Bosnia and Herzegovina,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2015,,87397,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,HRV,Croatia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2015,,65886,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,MNE,Montenegro,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2015,,70861,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,TUR,Türkiye,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2016,,83676,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,BIH,Bosnia and Herzegovina,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2016,,100579,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,HRV,Croatia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2016,,75732,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,MNE,Montenegro,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2016,,77396,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,TUR,Türkiye,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2017,,99500,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,BIH,Bosnia and Herzegovina,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2017,,108058,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,HRV,Croatia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2017,,83499,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,MNE,Montenegro,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2017,,79326,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,TUR,Türkiye,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2018,,97084,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,BIH,Bosnia and Herzegovina,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2018,,121384,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,HRV,Croatia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2018,,93953,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,MNE,Montenegro,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2018,,82142,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,TUR,Türkiye,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2019,,107695,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,BIH,Bosnia and Herzegovina,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2019,,136184,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,HRV,Croatia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2019,,103807,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,MNE,Montenegro,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2019,,90442,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,TUR,Türkiye,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2020,,25079,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,BIH,Bosnia and Herzegovina,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2020,,51459,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,HRV,Croatia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2020,,26970,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,MNE,Montenegro,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2020,,26332,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,TUR,Türkiye,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2021,,48936,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,BIH,Bosnia and Herzegovina,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2021,,102515,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,HRV,Croatia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2021,,39327,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,MNE,Montenegro,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2021,,58516,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,TUR,Türkiye,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2022,,125602,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,BIH,Bosnia and Herzegovina,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2022,,148773,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,HRV,Croatia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2022,,89860,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,SRB,Serbia,MNE,Montenegro,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2022,,80656,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2008,,264189,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2009,,259442,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2010,,307875,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2011,,337147,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2012,,315222,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2013,,313681,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2014,,340432,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2016,,272885,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2017,,348429,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2018,,345105,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2019,,346353,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2020,,66282,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2021,,87802,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BEL,Belgium,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2022,,257084,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2008,,156326,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2009,,152724,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2010,,181021,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2011,,194634,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2012,,179787,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2013,,176311,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2014,,198823,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2016,,154273,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2017,,203625,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2018,,209567,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2019,,211670,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2020,,38453,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2021,,47902,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE1,Brussels-Capital Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2022,,154070,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE2,Flemish Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2008,,88022,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE2,Flemish Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2009,,86695,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE2,Flemish Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2010,,103013,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE2,Flemish Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2011,,117856,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE2,Flemish Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2012,,110311,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE2,Flemish Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2013,,113951,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE2,Flemish Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2014,,119357,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,BE2,Flemish Region,ESP,Spain,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2016,,100025,,A,Normal value,A,Normal value,0,Units
